,id,sex,age,stature,order,bodyweight,condition,trial,imp_mom_height,ft_height
361,19,m,19,184,no_shakey_shakey,78.6,shakey,1,29.2,28.7
362,19,m,19,184,no_shakey_shakey,78.6,shakey,2,29.8,31.4
363,19,m,19,184,no_shakey_shakey,78.6,shakey,3,28.7,30.2
364,19,m,19,184,no_shakey_shakey,78.6,shakey,4,30.1,32
365,19,m,19,184,no_shakey_shakey,78.6,shakey,5,29.8,32
366,19,m,19,184,no_shakey_shakey,78.6,shakey,6,33.1,33.7
367,19,m,19,184,no_shakey_shakey,78.6,shakey,7,32.7,35.3
368,19,m,19,184,no_shakey_shakey,78.6,shakey,8,30.4,32.5
369,19,m,19,184,no_shakey_shakey,78.6,shakey,9,34.3,35.5
370,19,m,19,184,no_shakey_shakey,78.6,shakey,10,31,34.7
371,19,m,19,184,no_shakey_shakey,78.1,noshakey,1,33.2,33.5
372,19,m,19,184,no_shakey_shakey,78.1,noshakey,2,30,30.5
373,19,m,19,184,no_shakey_shakey,78.1,noshakey,3,33.7,33.5
374,19,m,19,184,no_shakey_shakey,78.1,noshakey,4,32.6,33.9
375,19,m,19,184,no_shakey_shakey,78.1,noshakey,5,32.5,32.1
376,19,m,19,184,no_shakey_shakey,78.1,noshakey,6,31.5,32.4
377,19,m,19,184,no_shakey_shakey,78.1,noshakey,7,31.4,31.6
378,19,m,19,184,no_shakey_shakey,78.1,noshakey,8,29.9,30.2
379,19,m,19,184,no_shakey_shakey,78.1,noshakey,9,29,31.3
380,19,m,19,184,no_shakey_shakey,78.1,noshakey,10,31.3,32.6
381,20,m,19,183.5,no_shakey_shakey,93.93,shakey,1,26.3,28.5
382,20,m,19,183.5,no_shakey_shakey,93.93,shakey,2,27.4,30.9
383,20,m,19,183.5,no_shakey_shakey,93.93,shakey,3,28.9,30.6
384,20,m,19,183.5,no_shakey_shakey,93.93,shakey,4,29.3,32.8
385,20,m,19,183.5,no_shakey_shakey,93.93,shakey,5,27.7,27.7
386,20,m,19,183.5,no_shakey_shakey,93.93,shakey,6,27.7,30
387,20,m,19,183.5,no_shakey_shakey,93.93,shakey,7,29.3,33.4
388,20,m,19,183.5,no_shakey_shakey,93.93,shakey,8,29,33.5
389,20,m,19,183.5,no_shakey_shakey,93.93,shakey,9,29,31.6
390,20,m,19,183.5,no_shakey_shakey,93.93,shakey,10,29.3,32.8
391,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,1,30.9,36.9
392,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,2,30,35.1
393,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,3,31.7,36.9
394,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,4,31,35.1
395,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,5,32,37.6
396,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,6,30.1,37.6
397,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,7,30.7,35.9
398,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,8,28.8,36.5
399,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,9,31.3,37.9
400,20,m,19,183.5,no_shakey_shakey,93.5,noshakey,10,29.7,34.8
401,21,m,19,187,no_shakey_shakey,121.8,shakey,1,19.2,19.3
402,21,m,19,187,no_shakey_shakey,121.8,shakey,2,19.2,19.1
403,21,m,19,187,no_shakey_shakey,121.8,shakey,3,16.9,16.6
404,21,m,19,187,no_shakey_shakey,121.8,shakey,4,25.8,18.5
405,21,m,19,187,no_shakey_shakey,121.8,shakey,5,19.7,18.5
406,21,m,19,187,no_shakey_shakey,121.8,shakey,6,18.4,17.6
407,21,m,19,187,no_shakey_shakey,121.8,shakey,7,18.5,17.9
408,21,m,19,187,no_shakey_shakey,121.8,shakey,8,18.7,18.6
409,21,m,19,187,no_shakey_shakey,121.8,shakey,9,21.7,19.6
410,21,m,19,187,no_shakey_shakey,121.8,shakey,10,20.5,20.1
411,21,m,19,187,no_shakey_shakey,122,noshakey,1,20.1,19.5
412,21,m,19,187,no_shakey_shakey,122,noshakey,2,18.6,18.3
